TIPO;ID;VENCIMENTO;EMPRESA;PESSOA;DOCUMENTO;VALOR
RECEBER;1529-1;2026-02-24;1;6;1672;48127.57
RECEBER;1541-1;2026-02-24;1;6;1673;112035.6
RECEBER;1530-1;2026-02-25;1;6;1674;404374.96
RECEBER;1532-1;2026-02-27;1;6;1675;121515.27
RECEBER;1533-1;2026-02-27;1;6;1676;9015.7
RECEBER;1534-1;2026-02-27;1;6;1677;544196.46
RECEBER;1535-1;2026-02-27;1;6;1678;152209.12
RECEBER;1536-1;2026-03-02;1;6;1679;27997.81
RECEBER;1537-1;2026-03-02;1;6;1680;280964.27
RECEBER;1538-1;2026-03-03;1;6;1681;3570.78
RECEBER;1539-1;2026-03-04;1;96;1684;11101.63
RECEBER;1542-1;2026-03-04;1;6;1682;8817.28
RECEBER;1543-1;2026-03-04;1;6;1683;355.53
RECEBER;1540-1;2026-03-05;1;6;1685;2077.27
RECEBER;1558-1;2026-03-11;1;6;1687;10382.93
RECEBER;1582-1;2026-03-11;1;6;1686;139943.0
RECEBER;1583-1;2026-03-11;1;6;1688;38185.74
RECEBER;1544-1;2026-03-16;1;6;1691;8791.38
RECEBER;1545-1;2026-03-16;1;6;1692;354.49
RECEBER;1555-1;2026-03-16;1;68;1690;515672.99
RECEBER;1546-1;2026-03-17;1;6;1693;8736.3
RECEBER;1547-1;2026-03-17;1;6;1694;352.27
RECEBER;1548-1;2026-03-18;1;6;1695;2802.53
RECEBER;1549-1;2026-03-20;1;6;1696;17608.78
RECEBER;1550-1;2026-03-20;1;6;1699;710.02
RECEBER;1556-1;2026-03-20;1;6;1698;102138.15
RECEBER;1557-1;2026-03-20;1;6;1700;81036.83
RECEBER;1553-1;2026-03-24;1;6;1703;43416.01
RECEBER;1554-1;2026-03-24;1;6;1704;1750.62
RECEBER;1559-1;2026-03-25;1;6;1705;118075.22
RECEBER;1569-1;2026-03-25;1;6;1706;54059.5
RECEBER;1561-1;2026-03-26;1;6;1708;17350.37
RECEBER;1562-1;2026-03-26;1;6;1709;699.6
RECEBER;1571-1;2026-03-26;1;6;1707;2361.24
RECEBER;1567-1;2026-03-27;1;6;1714;7095.92
RECEBER;1568-1;2026-03-27;1;6;1716;285.92
RECEBER;1570-1;2026-03-27;1;6;1712;110.27
RECEBER;1572-1;2026-03-31;1;6;1717;17430.26
RECEBER;1573-1;2026-03-31;1;6;1718;702.82
RECEBER;1574-1;2026-03-31;1;6;1719;13787.2
RECEBER;1575-1;2026-03-31;1;6;1720;555.51
RECEBER;1584-1;2026-03-31;1;6;1721;947.06
RECEBER;1585-1;2026-03-31;1;6;1722;144918.42
RECEBER;1576-1;2026-04-06;1;6;1723;8898.74
RECEBER;1577-1;2026-04-06;1;6;1724;358.81
RECEBER;1578-1;2026-04-06;1;6;1725;140641.38
RECEBER;1579-1;2026-04-06;1;6;1726;104583.0
RECEBER;1580-1;2026-04-07;1;6;1728;79974.4
RECEBER;1581-1;2026-04-07;1;93;1729;99254.23
RECEBER;1597-1;2026-04-08;1;6;1740;21754.7
RECEBER;1598-1;2026-04-08;1;6;1741;877.19
RECEBER;1599-1;2026-04-08;1;6;1742;69813.32
RECEBER;1600-1;2026-04-08;1;6;1743;2815.01
RECEBER;1601-1;2026-04-08;1;6;1744;5046.1
RECEBER;1602-1;2026-04-08;1;6;1745;203.47
RECEBER;1603-1;2026-04-08;1;6;1746;5046.1
RECEBER;1604-1;2026-04-08;1;6;1747;203.47
RECEBER;1605-1;2026-04-09;1;6;1749;4115.67
RECEBER;1606-1;2026-04-09;1;6;1750;165.95
RECEBER;1607-1;2026-04-09;1;6;1751;8736.3
RECEBER;1608-1;2026-04-09;1;6;1752;352.27
RECEBER;1609-1;2026-04-15;1;6;1753;2655.96
RECEBER;1610-1;2026-04-15;1;6;1754;441.4
RECEBER;1611-1;2026-04-16;1;6;1755;17388.48
RECEBER;1612-1;2026-04-16;1;6;1756;701.14
RECEBER;1613-1;2026-04-16;1;6;1757;1191.33
RECEBER;1614-1;2026-04-16;1;6;1758;48.04
RECEBER;1615-1;2026-04-16;1;6;1759;16586.95
RECEBER;1616-1;2026-04-16;1;6;1760;882.73
RECEBER;1617-1;2026-04-16;1;6;1761;3154.68
RECEBER;1618-1;2026-04-16;1;6;1762;127.2
RECEBER;1619-1;2026-04-20;1;6;1763;17386.94
RECEBER;1620-1;2026-04-20;1;6;1764;701.08
RECEBER;1621-1;2026-04-23;1;6;1765;16614.9
RECEBER;1622-1;2026-04-23;1;6;1766;669.95
RECEBER;1623-1;2026-04-23;1;96;1767;72646.85
RECEBER;1624-1;2026-04-24;1;6;1768;77796.27
RECEBER;1625-1;2026-04-24;1;6;1769;3136.9
RECEBER;1626-1;2026-04-27;1;6;1770;49850.1
RECEBER;1627-1;2026-04-27;1;6;1771;2010.06
RECEBER;1628-1;2026-04-27;1;6;1772;2492.18
RECEBER;1629-1;2026-04-27;1;6;1773;100.49
RECEBER;1630-1;2026-04-27;1;6;1774;2814.16
RECEBER;1631-1;2026-04-27;1;6;1775;113.47
RECEBER;1632-1;2026-04-27;1;6;1776;91246.18
RECEBER;1633-1;2026-04-28;1;6;1781;69306.37
RECEBER;1634-1;2026-04-28;1;6;1782;5142.12
RECEBER;1635-1;2026-04-28;1;6;1785;75529.14
RECEBER;1636-1;2026-04-28;1;6;1786;153048.74
RECEBER;1637-1;2026-04-28;1;6;1787;19999.24
RECEBER;1638-1;2026-04-28;1;6;1788;806.41
RECEBER;1639-1;2026-04-29;1;6;1789;243191.9
RECEBER;1640-1;2026-04-29;1;6;1790;18043.38
RECEBER;1641-1;2026-04-30;1;6;1791;100431.25
RECEBER;1642-1;2026-04-30;1;6;1792;26766.29
RECEBER;1643-1;2026-04-30;1;6;1793;1919.18
RECEBER;1644-1;2026-04-30;1;6;1794;17248.9
RECEBER;1645-1;2026-04-30;1;6;1795;695.51
RECEBER;1646-1;2026-04-30;1;68;1796;500975.1
RECEBER;1648-1;2026-05-04;1;93;1798;97837.25
RECEBER;1649-1;2026-05-04;1;93;1799;72853.28
RECEBER;1650-1;2026-05-05;1;6;1800;26131.82
RECEBER;1651-1;2026-05-05;1;6;1801;1053.69
RECEBER;1647-1;2026-05-30;1;6;1797;941955.44
